id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
435,,Joseph Saggio,WW Website,12000,12000,,https://www.youtube.com/watch?v=xXSfznx2uKk,10/25/2024,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1ifn61t-uFEQQimmYQrtFH1q6FGPMz4ZYEDDYPRVMt4Y,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
436,,Dancing Dead Records,,0,0,,https://www.youtube.com/watch?v=CR79uWjRMfM,10/25/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1nSZlFP84taRfG9PhAfS-_MI-daxnNqfegpWkRn-92P4,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
437,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=heuGFrXJHVo,10/25/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/13jYuj8BWo17JAdkaRXsXD1UiFSwc5L9HhIulC3_SHQo,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
438,,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=heuGFrXJHVo,10/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/13jYuj8BWo17JAdkaRXsXD1UiFSwc5L9HhIulC3_SHQo,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
439,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=hbqqvABIe4Y,10/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Sds98JctqSgIIBE7xSHcgu7nxRgm2iRBmGF4jxny1WY/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
440,,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=hbqqvABIe4Y,10/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Sds98JctqSgIIBE7xSHcgu7nxRgm2iRBmGF4jxny1WY/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
441,,hellowrld,EUR Website,10000,-8000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,checked,Yes,$65,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
442,,hellowrld,AUS Display,20000,20000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
443,,hellowrld,EUR Display,20000,20000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
444,,Joseph Saggio,WW Website,12000,12000,,https://www.youtube.com/watch?v=frhaSjmz1LQ,10/24/2024,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1s2iGyh3L8CS7XGlSnnBx8zoZO2tM1vUcLugXIFVIUHY/edit?gid=0#gid=0,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
445,,Carbon Sigil,EUR Display,10000,10000,,https://youtu.be/NciFSs1BoQQ,10/23/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1WLU2hnjXcMXTgzNeFGofkYa_BLYdjRYmDpfxiDt3ez4/edit?usp=sharing,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
446,,Chase Roberts,WW Website,40000,0,,https://www.youtube.com/watch?v=QUPkJMi5SGE,10/22/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1vjZuYw7g_FjoX2mMWr7WdLrMhO1T4Uc09liodxJuRds/edit?gid=0#gid=0,,- ratios cleaning up the next few days.,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
447,,Ill-Esha,EUR Display,15000,0,,https://www.youtube.com/watch?v=UF8C_gk0qc4,10/22/2024,Complete,,,,checked,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1O49a6pqAztLtiXyK_jea8OH0E-vVNv0IzGk6zSIoyJ0,checked,- comments are wrapped up and running up the likes!,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
448,,Ill-Esha,LATAM Display,10000,0,,https://www.youtube.com/watch?v=UF8C_gk0qc4,10/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1O49a6pqAztLtiXyK_jea8OH0E-vVNv0IzGk6zSIoyJ0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
449,,Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=7gi5rKeEjSg,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1hY4u7WzBNpIXS01tqrdZZpjsTNS0IqXO6kIJFzW7CSc,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
450,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=7gi5rKeEjSga,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1hY4u7WzBNpIXS01tqrdZZpjsTNS0IqXO6kIJFzW7CSc,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
451,,Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=9qW8aBmLM7I,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TUECJSV8J3EyXB--KA3TBkqxtJvgVKlqMh9iVDOj_c0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
452,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=9qW8aBmLM7I,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TUECJSV8J3EyXB--KA3TBkqxtJvgVKlqMh9iVDOj_c0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
453,,Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=5apqHDmTu0A,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1lEmHj0aRBTiSzpNr4OYdW6fg1pfGlTASDTyW1v1G-tE,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
454,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=5apqHDmTu0A,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1lEmHj0aRBTiSzpNr4OYdW6fg1pfGlTASDTyW1v1G-tE,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
455,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=mLvUftizXmM,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1pNTOxDRa0Dy32yCufwArX0poE8XaOfcBJkXuU7R9T5g,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
456,,Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=mLvUftizXmM,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1pNTOxDRa0Dy32yCufwArX0poE8XaOfcBJkXuU7R9T5g,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
457,,Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=50rx2xNV6f8,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1JwZ1z9NUoKbqUDiU4zJHCkadasfjKtMdEu-pW4HcA4U,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
458,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=50rx2xNV6f8,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1JwZ1z9NUoKbqUDiU4zJHCkadasfjKtMdEu-pW4HcA4U,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
459,,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=5lTw9tfc0d4,10/18/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1nYpivG9E2p3ffVosBGTt3Os0I7LU-nc6RROwB3eyVKY,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
460,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=5lTw9tfc0d4,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1nYpivG9E2p3ffVosBGTt3Os0I7LU-nc6RROwB3eyVKY,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
461,,Gl0bal,EUR Website,10000,10000,,https://www.youtube.com/watch?v=lGDnLg1m1uw,10/17/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1WoyJsytbJ3YUO6umE7wK2N9BCZ69bvfTrtjalywiSxs,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
462,,Gl0bal,WW Display,30000,8000,,https://www.youtube.com/watch?v=lGDnLg1m1uw,10/17/2024,Complete,,,,checked,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1WoyJsytbJ3YUO6umE7wK2N9BCZ69bvfTrtjalywiSxs,checked,"- working on ratios a bit more, and the last of the Display ads this week.",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
463,,Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=EOTbBO2CypQ,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1gWoKGrPwVvJyWWjP_mjBh4WQQnp6O1ij4vhcqKEkrnU,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
464,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=EOTbBO2CypQ,10/11/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1gWoKGrPwVvJyWWjP_mjBh4WQQnp6O1ij4vhcqKEkrnU,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
465,,Outdustry,ASIA Website,10000,0,,https://www.youtube.com/watch?v=jMiVMd7ONFg,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HMETjhlvxmQNbgwueYq5htyNG6w7sSMvXyrQZNucJ1U,checked,"- comments are wrapped up, just fixing up the likes ratio a bit more!",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
466,,Outdustry,EUR Display,10000,0,,https://www.youtube.com/watch?v=jMiVMd7ONFg,10/11/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HMETjhlvxmQNbgwueYq5htyNG6w7sSMvXyrQZNucJ1U,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
467,,Goodtalk,WW Website,125000,0,,https://www.youtube.com/watch?v=rNZt5vOj6Jo,10/11/2024,Complete,checked,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1AsWpzaRNmbTiEXnNtRiaa_sahImkSeLVHyUk-enAZvQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
468,,Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=6usybySYR2U,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1UlNA26L-lxeRkiSxNOhpeRWpwqg4LrMxaLHeSr8NLw8,checked,- likes and comments already ran through so didn't need to add any more.,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
469,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=6usybySYR2U,10/11/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1UlNA26L-lxeRkiSxNOhpeRWpwqg4LrMxaLHeSr8NLw8,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
470,,Create Music Group,EUR Display,20000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,10/10/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
471,,Create Music Group,LATAM Display,15000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,10/10/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
472,,Indie Select,WW Website,20000,0,,https://www.youtube.com/watch?v=lcBVRojYwiM,10/8/2024,Complete,,,,checked,Yes,$80,Paid,https://docs.google.com/spreadsheets/d/1zd7EOVlsORaqUatJSsWEMszOLq1vV6T7kdxTzwRc8UQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
473,,Indie Select,EUR Display,18000,0,,https://www.youtube.com/watch?v=lcBVRojYwiM,10/8/2024,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1zd7EOVlsORaqUatJSsWEMszOLq1vV6T7kdxTzwRc8UQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
474,,Shalizi Group,EUR Display,25000,0,,https://www.youtube.com/watch?v=n8EtJ7GoPwc,10/8/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1QDXDCb7ybnCmGnbLJsEiEI1yoJSgRSI4bunCJCIxnXw,checked,"10ish days Targets, Males 18-45",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
475,,NBA Youngboy,Gunna,G Herbo,Lil Uzi Vert,Quavo,Migos,Yeat,Key Glock,NLE Choppa,Gucci Mane,21 Savage,DaBaby,DDG,Kodak Black,Moneybagg Yo,etc.,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
476,,Shalizi Group,WW Display,30000,0,,https://www.youtube.com/watch?v=n8EtJ7GoPwc,10/8/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1QDXDCb7ybnCmGnbLJsEiEI1yoJSgRSI4bunCJCIxnXw,checked,"10ish days Targets, Males 18-45",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
477,,NBA Youngboy,Gunna,G Herbo,Lil Uzi Vert,Quavo,Migos,Yeat,Key Glock,NLE Choppa,Gucci Mane,21 Savage,DaBaby,DDG,Kodak Black,Moneybagg Yo,etc.,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
478,,Shalizi Group,LATAM Website,10000,10000,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,"- comments are wrapped up, just bringing up likes",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
479,,Shalizi Group,WW Website,50000,0,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
480,,Shalizi Group,EUR Display,20000,0,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
481,,Dark Roast,LATAM Website,8000,0,,https://www.youtube.com/watch?v=_n6a0o6tfpM,10/7/2024,Complete,,,,,Yes,$55,Paid,https://docs.google.com/spreadsheets/d/1TE18DBsZBVZmEF_Y4KBNwWmooR-cT24Ew2pH8q4fpl4,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
482,,Dark Roast,EUR Website,25000,0,,https://www.youtube.com/watch?v=_n6a0o6tfpM,10/7/2024,Complete,,,,checked,Yes,$225,Paid,https://docs.google.com/spreadsheets/d/1YYdIafMHTDghYsT3eJvxUHNYYob0BMrK4O_HeDuqCIQ,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
483,,Dark Roast,LATAM Website,35000,0,,https://www.youtube.com/watch?v=_n6a0o6tfpM,10/7/2024,Complete,,,,,Yes,$264,Paid,https://docs.google.com/spreadsheets/d/1TE18DBsZBVZmEF_Y4KBNwWmooR-cT24Ew2pH8q4fpl4,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
484,,Dark Roast,EUR Website,30000,-17000,,https://www.youtube.com/watch?v=KN0Xo7Ux808,10/4/2024,Complete,,,,checked,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1WFbnBt-pZq56lMk2cvZqWPlV7xTE2XRn7PpIjmOQiyo,checked,"- Ratios are fixing themselves over the next few days, still looks great though just beefing it up.",2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
485,,Dark Roast,LATAM Website,50000,0,,https://www.youtube.com/watch?v=KN0Xo7Ux808,10/4/2024,Complete,,,,,Yes,$450,Paid,https://docs.google.com/spreadsheets/d/1WFbnBt-pZq56lMk2cvZqWPlV7xTE2XRn7PpIjmOQiyo,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
486,,Dim Mak,LATAM Website,10000,0,,https://www.youtube.com/watch?v=OblbWWqrhEk,10/4/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1wSCyk6fJwrTE-F8L7VQpGIX4wRCKml49fHywZp7wzaw,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
487,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=OblbWWqrhEk,10/4/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1wSCyk6fJwrTE-F8L7VQpGIX4wRCKml49fHywZp7wzaw,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
488,,Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=jMBqLBhcrzA,10/4/2024,Complete,,,,checked,Yes,$100,Paid,https://www.youtube.com/watch?v=jMBqLBhcrzA,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
489,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=jMBqLBhcrzA,10/4/2024,Complete,,,,,Yes,$200,Paid,https://www.youtube.com/watch?v=jMBqLBhcrzA,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
490,,Dim Mak,LATAM Website,10000,10000,,https://www.youtube.com/watch?v=eXNygzhqLtg,10/1/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1PW11U1PL-mCvSMJ4yOJ43sbaO8G7RSv041qMyYmDkuE,checked,Wrapping up the Display ads portion of the campaign this week.,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
491,,Dim Mak,LATAM Display,20000,0,,https://www.youtube.com/watch?v=eXNygzhqLtg,10/1/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1PW11U1PL-mCvSMJ4yOJ43sbaO8G7RSv041qMyYmDkuE,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
492,,Goodtalk,WW Website,25000,0,,https://youtu.be/ZWDVNNTLIxE,10/1/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1aiDN78GcboIWvrOLPZEpWSlB58JzuCdao7rQfeujiO0,,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
493,,Goodtalk,WW Website Ads,25000,8800,,https://youtu.be/BcVFczCTVyg,10/1/2024,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1JDA2DH-TlubuJCXwsk8rQOu2mU_Tkv5Cd_qpu84o6NU,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
494,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=w2wS4aAtITU,9/27/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1BRLr4dyDZH3UkDiD9YRXn324ZRrO7i-N1ISTjNVNZjQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
495,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=w2wS4aAtITU,9/27/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1BRLr4dyDZH3UkDiD9YRXn324ZRrO7i-N1ISTjNVNZjQ,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
496,,Shalizi Group,LATAM Display,40000,0,,https://www.youtube.com/watch?v=5QPiclCZTco,9/26/2024,Complete,,,,checked,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1u9NMaJr8Oq2uHgRXs7bIPA3JRSJ1LZo7oDyjg_D1iyE,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
497,,Shalizi Group,LATAM Website,10000,0,,https://www.youtube.com/watch?v=5QPiclCZTco,9/26/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1u9NMaJr8Oq2uHgRXs7bIPA3JRSJ1LZo7oDyjg_D1iyE,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
498,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=OzLcjHxWhjU,9/20/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1eg-sj7N4WVjuqRVnoby3QmagdxmSNmDFsYJ5KHrk32Q/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
499,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=OzLcjHxWhjU,9/20/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1eg-sj7N4WVjuqRVnoby3QmagdxmSNmDFsYJ5KHrk32Q/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
500,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=o0axH8sb9Ms,9/20/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1DLzwkJ1apwg4b293t3kpPL1UiKb_by-FweJvFooL9Wg,checked,,2025-09-23T21:39:18.91259+00:00,2025-09-23T21:39:18.91259+00:00
501,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=o0axH8sb9Ms,9/20/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1DLzwkJ1apwg4b293t3kpPL1UiKb_by-FweJvFooL9Wg,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
502,,Goodtalk,WW Website Ads,75000,0,,https://youtu.be/ty_kIZGhoc8,9/17/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/15XoRgalQZCpPK5lz4KWpDLs1j806807kwwsbZY9O3IQ,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
503,,Goodtalk,WW Website Ads,65000,0,,https://youtu.be/9JL9_0aq_X0?si=76UJO4tZTeu6isVB,9/17/2024,Complete,checked,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1zTTE3Cs-ssxFrVCG0cKznQKMQLNKAa-1iSuC-mm2cqQ,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
504,,Priime,LATAM Website,90000,16000,,https://www.youtube.com/watch?v=qbXpTmhrrzE,9/16/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1cuptoGzg3C5DOtynMLanvSZp1UbFEviAWY0H_VwIHIA,checked,"- adding some more comments, fixing up likes too",2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
505,,Priime,US Website,10000,0,,https://www.youtube.com/watch?v=qbXpTmhrrzE,9/16/2024,Complete,,,,,Yes,$475,Paid,https://docs.google.com/spreadsheets/d/1cuptoGzg3C5DOtynMLanvSZp1UbFEviAWY0H_VwIHIA,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
506,,Priime,EUR Website,40000,0,,https://www.youtube.com/watch?v=qbXpTmhrrzE,9/16/2024,Complete,,,,,Yes,$900,Paid,https://docs.google.com/spreadsheets/d/1cuptoGzg3C5DOtynMLanvSZp1UbFEviAWY0H_VwIHIA,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
507,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=5YqJb8XAd3Q,9/13/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1t_zmrbywkvbywefjIiNkpm3aazffhgKFffuzPo4l8XE,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
508,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=5YqJb8XAd3Q,9/13/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1t_zmrbywkvbywefjIiNkpm3aazffhgKFffuzPo4l8XE,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
509,,Atlantic Records (Kyle),WW Website,250000,0,,https://www.youtube.com/watch?v=KnGSVIZGkQo,9/13/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1X5PEXjXD1R8IGFysym7f3L5HkbTOGxEJLvkXhWkRbVM,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
