Campaign,Clients,Service Type,Goal,Remaining,Desired Daily,URL,Start Date,Status,Confirm Start Date?,Ask for Access,Ask Client for YT SS,Views Stalled?,Paid R?,Sale Price,Invoice,Comments,In Fixer?,Client Notes
Kluster Flux - War,Riddim Network,EUR Display,20000,20000,,https://www.youtube.com/watch?v=pUQUTsZRKLM,11/19/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Hg57UqvmtezwihLDTogoWlh_pHDDVIg6auUlLrOqy64,,
Khi Lo - Blurry Love,Khi Lo,US Website Ads,5000,0,,https://www.youtube.com/watch?v=8PrvwZ62gNY,11/18/2024,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1KXTp-cRUjxPwr39EfczXHr86-zz36mFR6r6fvGe4d7I,,
Khi Lo - Blurry Love,Khi Lo,WW Website,10000,0,,https://www.youtube.com/watch?v=8PrvwZ62gNY,11/18/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1KXTp-cRUjxPwr39EfczXHr86-zz36mFR6r6fvGe4d7I,,
Khi Lo - S/O,Khi Lo,US Website Ads,5000,0,,https://www.youtube.com/watch?v=GfVoatR1IDg,11/18/2024,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1v-MniLXCSxQVgN1HGiTzLZ8pJQtHuyBBxYdqJvJsu5Y,,
Khi Lo - S/O,Khi Lo,WW Website,10000,0,,https://www.youtube.com/watch?v=GfVoatR1IDg,11/18/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1v-MniLXCSxQVgN1HGiTzLZ8pJQtHuyBBxYdqJvJsu5Y,,
Khi Lo - Spiritual,Khi Lo,US Website Ads,5000,0,,https://www.youtube.com/watch?v=zO1z6dIOgds,11/18/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1wUOSGDa_T1zDfVt6bjHkGDOAPpb98PCguon25smwN4c,,
Khi Lo - Spiritual,Khi Lo,WW Website,10000,0,,https://www.youtube.com/watch?v=zO1z6dIOgds,11/18/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1wUOSGDa_T1zDfVt6bjHkGDOAPpb98PCguon25smwN4c,,
"Legacy, Juelz Santana - Swoosh",Priime,EUR Website,20000,20000,,https://www.youtube.com/watch?v=sgOO81DBml4,11/18/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1WRvQ-j7SGL9oTzj7Uo4xlxGPySeUKPRgBsbf2284vPQ/edit?gid=0#gid=0,checked,
"Legacy, Juelz Santana - Swoosh",Priime,EUR Display,50000,20000,,https://www.youtube.com/watch?v=sgOO81DBml4,11/18/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1WRvQ-j7SGL9oTzj7Uo4xlxGPySeUKPRgBsbf2284vPQ/edit?gid=0#gid=0,checked,
"Legacy, Juelz Santana - Swoosh",Priime,LATAM Website,50000,50000,,https://www.youtube.com/watch?v=sgOO81DBml4,11/18/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1WRvQ-j7SGL9oTzj7Uo4xlxGPySeUKPRgBsbf2284vPQ/edit?gid=0#gid=0,checked,
Rikimaru - Your Ghost,Outdustry,WW Skip,1000000,50000,,https://www.youtube.com/watch?v=nUs7MeaT32M,11/18/2024,Complete,,,,,Yes,$2750,Paid,https://docs.google.com/spreadsheets/d/1T2kdDzbrYQQQvHspdW7WYbHl4uBCBa7YJat0l0FSg2k/edit?gid=0#gid=0,checked,
Rikimaru - Your Ghost,Outdustry,BR Display,225000,225000,,https://www.youtube.com/watch?v=nUs7MeaT32M,11/18/2024,Complete,,,,,Yes,$2250,Paid,https://docs.google.com/spreadsheets/d/1T2kdDzbrYQQQvHspdW7WYbHl4uBCBa7YJat0l0FSg2k/edit?gid=0#gid=0,checked,
FKA twigs - Drums of Death,Atlantic Records (Kyle),WW Website,250000,0,,https://youtu.be/8PDiORfADeQ,11/15/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1X5PEXjXD1R8IGFysym7f3L5HkbTOGxEJLvkXhWkRbVM,,
Nostalgix - Show Me Love,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=zwVakiX8pPM,11/15/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1yMHtYXzShpfNJ_oPUZPf6-P17ozQBiMdjQk_qESsNx8,,
Nostalgix - Show Me Love,Dim Mak,LATAM Display,20000,10000,,https://www.youtube.com/watch?v=zwVakiX8pPM,11/15/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1yMHtYXzShpfNJ_oPUZPf6-P17ozQBiMdjQk_qESsNx8,,
Simone Elisa - Witness,Simone Elisa,WW Display,40000,20000,,https://www.youtube.com/watch?v=aoOcdWk6RAo,11/15/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1TTR1umRK9lQOX0cjFs8rvDSrP1Sjpuon5BLX4iKB8nA,,
Simone Elisa - Witness,Simone Elisa,EUR Website,10000,10000,,https://www.youtube.com/watch?v=aoOcdWk6RAo,11/15/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TTR1umRK9lQOX0cjFs8rvDSrP1Sjpuon5BLX4iKB8nA,,
Vincent - Good Time ,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=cwpZWsf9VPA,11/15/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1uKSXzAk6dw0s5NLE3xIIwu49l-TBY0TnFntrH2MO4KE,,
Vincent - Good Time ,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=cwpZWsf9VPA,11/15/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1uKSXzAk6dw0s5NLE3xIIwu49l-TBY0TnFntrH2MO4KE,,
Diany Dior - God Did,Goodtalk,WW Website,75000,0,,https://www.youtube.com/watch?v=_TGQ4rM88z0,11/13/2024,Complete,,,,checked,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1uBzJTYcYP9MLcdD-bdPrUr-hHd7rLRuVb8MTDK8V_tk,,- fixing ratios this week!
Zuzy - Melkweg Mix,Planet Zuzy,WW Website,15000,15000,,https://www.youtube.com/watch?v=9ozVvcsOeEE,11/13/2024,Complete,,,,,Yes,$75,Paid,https://docs.google.com/spreadsheets/d/1FhygRfAuW2FLihDZjsAOrnVBGyxnTmu4NGuCu075UoU,,
Khi Lo - CRY4HELP,Khi Lo,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=pHawOlbwGL8,11/12/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1YVbktcklbKMdr1i9hACmOR5jESAswERMyrCLDlSm3VY,,
Khi Lo - Ratchet,Khi Lo,WW Website,10000,0,,https://www.youtube.com/watch?v=rEBE5PvBm1M,11/12/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1vooP0rSIL1J3-_dF6fD4ZE8x4RLzrytqj4gxL4NbTV0,,
Khi Lo - Winona,Khi Lo,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=LSEbyoM21aU,11/12/2024,Complete,,,,,Yes,$38,Paid,https://docs.google.com/spreadsheets/d/1IPKp5Uhde8T_R5-PJvdI-kABPHB2GXR3ozlYhVoTj8E,,
Khi Lo - Winona,Khi Lo,EUR Display,5000,0,,https://www.youtube.com/watch?v=LSEbyoM21aU,11/12/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1IPKp5Uhde8T_R5-PJvdI-kABPHB2GXR3ozlYhVoTj8E,,
Laidback Luke & Roland Clark “Praise To The Bass”,Dim Mak,EUR Website,20000,0,,https://www.youtube.com/watch?v=iaDwF5NW3Wo,11/8/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Wxf0Fn-RVagdLghD22aQx7cZ0pmAUcKIBF5NulVFQvo/edit?gid=0#gid=0,,
Laidback Luke & Roland Clark “Praise To The Bass”,Dim Mak,EUR Display,30000,0,,https://www.youtube.com/watch?v=iaDwF5NW3Wo,11/8/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1Wxf0Fn-RVagdLghD22aQx7cZ0pmAUcKIBF5NulVFQvo/edit?gid=0#gid=0,,
Ola Runt - Member,Goodtalk,WW Website,120000,30000,,https://www.youtube.com/watch?v=n7yaYPwjZ-o,11/8/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1Yg6gf9vxn-0u0b3Z6pXK3pAXONb2hG9qG8RG5di1Pyw,,
DTE Davo - Long Live,DTE,WW Website Ads,250000,155000,,https://www.youtube.com/watch?v=0U2CEG4TCJY&t=3s,11/2/2024,Complete,,,,,Yes,$1200,Paid,https://docs.google.com/spreadsheets/d/11kCw9hdKpT2relpPK_cnK64lfuDkKOG2OAxtVpIirPs,,"- still fixing up likes and running comments. Hoping to wrap up this week!
"
DTE Davo - Long Live,DTE,EUR Display,30000,30,,https://www.youtube.com/watch?v=0U2CEG4TCJY&t=3s,11/2/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/11kCw9hdKpT2relpPK_cnK64lfuDkKOG2OAxtVpIirPs,,
Chase Roberts - Maintain,Chase Roberts,WW Website,50000,50,,https://www.youtube.com/watch?v=18aCbOFrO_A,11/1/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1MjpbPQaDn6PM78p7zqldIkn_cBuiBVMP7pUm0XMbPME/edit?gid=0#gid=0,,"- cleaning up ratios this week, views wrapped up. "
Chase Roberts - Maintain,Chase Roberts,US Website Ads,10000,10000,,https://www.youtube.com/watch?v=18aCbOFrO_A,11/1/2024,Complete,,,,,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1MjpbPQaDn6PM78p7zqldIkn_cBuiBVMP7pUm0XMbPME/edit?gid=0#gid=0,,
Cheyenne Giles “Barcelona (feat. Cody Bolan) [VIP Mix],Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=4v3ytviXouw,11/1/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1fwmBgDwD3UT3ejEh5bpMXhCU_qVP3rg6F5XrC9Yu1PA/edit?gid=0#gid=0,,- comments will continue to roll in!
Cheyenne Giles “Barcelona (feat. Cody Bolan) [VIP Mix],Dim Mak,LATAM Display,20000,0,,https://www.youtube.com/watch?v=4v3ytviXouw,11/1/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1fwmBgDwD3UT3ejEh5bpMXhCU_qVP3rg6F5XrC9Yu1PA/edit?gid=0#gid=0,,
RayRay & Dani Thorne - The Afters (MV),Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=iB6teKbePPI,11/1/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Z1YN5KZizRk3vKZCcfk-cRPbvVmMoxcmgp-jbaEJGi4,,
RayRay & Dani Thorne - The Afters (MV),Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=iB6teKbePPI,11/1/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Z1YN5KZizRk3vKZCcfk-cRPbvVmMoxcmgp-jbaEJGi4,,
Diany Dior - GOD DID (Documentary),Goodtalk,WW Website,50000,0,,https://www.youtube.com/watch?v=lR6XV1o_83U,10/30/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1EjC-onVr7YyIDcRdvWDxXCKC4MGBGklEzeDyQ83SN7g,,
"Houston Kendrick - ""Good Evening Tennessee""",Joseph Saggio,WW Website,20000,20000,,https://www.youtube.com/watch?v=COEuUOU59bs,10/25/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1x7wQA3B6s3_CepfEIWqAq9-ptGQeAB-diJbmRax1oq4,,
"Houston Kendrick - ""Good Evening Tennessee""",Joseph Saggio,WW Display,15000,15000,,https://www.youtube.com/watch?v=COEuUOU59bs,10/25/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1x7wQA3B6s3_CepfEIWqAq9-ptGQeAB-diJbmRax1oq4,,
Houston Kendrick - Concrete ,Joseph Saggio,WW Website,12000,12000,,https://www.youtube.com/watch?v=ffANyFoekE4,10/25/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1P0xeGLLGjnGutkdwVlqPgJs500DKjMsY_jX2ixUlQUg,,
Houston Kendrick - The Suburbs,Joseph Saggio,WW Website,12000,12000,,https://www.youtube.com/watch?v=xXSfznx2uKk,10/25/2024,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1ifn61t-uFEQQimmYQrtFH1q6FGPMz4ZYEDDYPRVMt4Y,checked,
Naeleck - Never Thought That I Could Die,Dancing Dead Records,,0,0,,https://www.youtube.com/watch?v=CR79uWjRMfM,10/25/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1nSZlFP84taRfG9PhAfS-_MI-daxnNqfegpWkRn-92P4,,
Ookay & Chime - Soul,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=heuGFrXJHVo,10/25/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/13jYuj8BWo17JAdkaRXsXD1UiFSwc5L9HhIulC3_SHQo,,
Ookay & Chime - Soul,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=heuGFrXJHVo,10/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/13jYuj8BWo17JAdkaRXsXD1UiFSwc5L9HhIulC3_SHQo,,
RayRay & Dani Thorne - The Afters,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=hbqqvABIe4Y,10/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Sds98JctqSgIIBE7xSHcgu7nxRgm2iRBmGF4jxny1WY/edit?gid=0#gid=0,checked,
RayRay & Dani Thorne - The Afters,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=hbqqvABIe4Y,10/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Sds98JctqSgIIBE7xSHcgu7nxRgm2iRBmGF4jxny1WY/edit?gid=0#gid=0,checked,
helloworld - Love & War,hellowrld,EUR Website,10000,-8000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,checked,Yes,$65,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,
helloworld - Love & War,hellowrld,AUS Display,20000,20000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,
helloworld - Love & War,hellowrld,EUR Display,20000,20000,,https://www.youtube.com/watch?v=wDxC24tnyp0,10/24/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1yF8rGOr47L4JjB8rVLSXhbi95fvxf88BjnAMYNtLwdM,,
"Houston Kendrick - ""West Coast Moonshine"" ",Joseph Saggio,WW Website,12000,12000,,https://www.youtube.com/watch?v=frhaSjmz1LQ,10/24/2024,Complete,,,,checked,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1s2iGyh3L8CS7XGlSnnBx8zoZO2tM1vUcLugXIFVIUHY/edit?gid=0#gid=0,,
Masters At Work (Carbon Sigil Remix),Carbon Sigil,EUR Display,10000,10000,,https://youtu.be/NciFSs1BoQQ,10/23/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1WLU2hnjXcMXTgzNeFGofkYa_BLYdjRYmDpfxiDt3ez4/edit?usp=sharing,,
Chase Roberts - Lost You,Chase Roberts,WW Website,40000,0,,https://www.youtube.com/watch?v=QUPkJMi5SGE,10/22/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1vjZuYw7g_FjoX2mMWr7WdLrMhO1T4Uc09liodxJuRds/edit?gid=0#gid=0,,- ratios cleaning up the next few days. 
ellipse - poison,Ill-Esha,EUR Display,15000,0,,https://www.youtube.com/watch?v=UF8C_gk0qc4,10/22/2024,Complete,,,,checked,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1O49a6pqAztLtiXyK_jea8OH0E-vVNv0IzGk6zSIoyJ0,checked,- comments are wrapped up and running up the likes!
ellipse - poison,Ill-Esha,LATAM Display,10000,0,,https://www.youtube.com/watch?v=UF8C_gk0qc4,10/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1O49a6pqAztLtiXyK_jea8OH0E-vVNv0IzGk6zSIoyJ0,checked,
Don’t Keep Me Waiting [Basstrick Remix],Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=7gi5rKeEjSg,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1hY4u7WzBNpIXS01tqrdZZpjsTNS0IqXO6kIJFzW7CSc,,
Don’t Keep Me Waiting [Basstrick Remix],Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=7gi5rKeEjSga,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1hY4u7WzBNpIXS01tqrdZZpjsTNS0IqXO6kIJFzW7CSc,checked,
Don’t Keep Me Waiting [Haus of Panda Remix],Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=9qW8aBmLM7I,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TUECJSV8J3EyXB--KA3TBkqxtJvgVKlqMh9iVDOj_c0,checked,
Don’t Keep Me Waiting [Haus of Panda Remix],Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=9qW8aBmLM7I,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TUECJSV8J3EyXB--KA3TBkqxtJvgVKlqMh9iVDOj_c0,checked,
Don’t Keep Me Waiting [Keel Remix],Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=5apqHDmTu0A,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1lEmHj0aRBTiSzpNr4OYdW6fg1pfGlTASDTyW1v1G-tE,checked,
Don’t Keep Me Waiting [Keel Remix],Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=5apqHDmTu0A,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1lEmHj0aRBTiSzpNr4OYdW6fg1pfGlTASDTyW1v1G-tE,checked,
Don’t Keep Me Waiting [Levex Remix],Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=mLvUftizXmM,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1pNTOxDRa0Dy32yCufwArX0poE8XaOfcBJkXuU7R9T5g,checked,
Don’t Keep Me Waiting [Levex Remix],Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=mLvUftizXmM,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1pNTOxDRa0Dy32yCufwArX0poE8XaOfcBJkXuU7R9T5g,checked,
Don’t Keep Me Waiting [Merow Remix],Dim Mak,MENA Display,10000,10000,,https://www.youtube.com/watch?v=50rx2xNV6f8,10/18/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1JwZ1z9NUoKbqUDiU4zJHCkadasfjKtMdEu-pW4HcA4U,checked,
Don’t Keep Me Waiting [Merow Remix],Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=50rx2xNV6f8,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1JwZ1z9NUoKbqUDiU4zJHCkadasfjKtMdEu-pW4HcA4U,checked,
Softest Hard - 3AM,Dim Mak,WW Display,20000,20000,,https://www.youtube.com/watch?v=5lTw9tfc0d4,10/18/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1nYpivG9E2p3ffVosBGTt3Os0I7LU-nc6RROwB3eyVKY,checked,
Softest Hard - 3AM,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=5lTw9tfc0d4,10/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1nYpivG9E2p3ffVosBGTt3Os0I7LU-nc6RROwB3eyVKY,checked,
Gl0bal - See Me,Gl0bal,EUR Website,10000,10000,,https://www.youtube.com/watch?v=lGDnLg1m1uw,10/17/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1WoyJsytbJ3YUO6umE7wK2N9BCZ69bvfTrtjalywiSxs,checked,
Gl0bal - See Me,Gl0bal,WW Display,30000,8000,,https://www.youtube.com/watch?v=lGDnLg1m1uw,10/17/2024,Complete,,,,checked,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1WoyJsytbJ3YUO6umE7wK2N9BCZ69bvfTrtjalywiSxs,checked,"- working on ratios a bit more, and the last of the Display ads this week. "
Cheyenne Giles & NXSTY & PARIS. - Wildfire ,Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=EOTbBO2CypQ,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1gWoKGrPwVvJyWWjP_mjBh4WQQnp6O1ij4vhcqKEkrnU,checked,
Cheyenne Giles & NXSTY & PARIS. - Wildfire ,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=EOTbBO2CypQ,10/11/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1gWoKGrPwVvJyWWjP_mjBh4WQQnp6O1ij4vhcqKEkrnU,checked,
NaraBara - Bimba,Outdustry,ASIA Website,10000,0,,https://www.youtube.com/watch?v=jMiVMd7ONFg,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HMETjhlvxmQNbgwueYq5htyNG6w7sSMvXyrQZNucJ1U,checked,"- comments are wrapped up, just fixing up the likes ratio a bit more!"
NaraBara - Bimba,Outdustry,EUR Display,10000,0,,https://www.youtube.com/watch?v=jMiVMd7ONFg,10/11/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HMETjhlvxmQNbgwueYq5htyNG6w7sSMvXyrQZNucJ1U,checked,
Ola Runt - osbourne flow 2,Goodtalk,WW Website,125000,0,,https://www.youtube.com/watch?v=rNZt5vOj6Jo,10/11/2024,Complete,checked,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1AsWpzaRNmbTiEXnNtRiaa_sahImkSeLVHyUk-enAZvQ,checked,
Ookay - Hold My Love (feat Piper Byers) {CASHEW Remix},Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=6usybySYR2U,10/11/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1UlNA26L-lxeRkiSxNOhpeRWpwqg4LrMxaLHeSr8NLw8,checked,- likes and comments already ran through so didn't need to add any more. 
Ookay - Hold My Love (feat Piper Byers) {CASHEW Remix},Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=6usybySYR2U,10/11/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1UlNA26L-lxeRkiSxNOhpeRWpwqg4LrMxaLHeSr8NLw8,checked,
Eric James - Bleeding Heart,Create Music Group,EUR Display,20000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,10/10/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,
Eric James - Bleeding Heart,Create Music Group,LATAM Display,15000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,10/10/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,
Bands1m - Still Called,Indie Select,WW Website,20000,0,,https://www.youtube.com/watch?v=lcBVRojYwiM,10/8/2024,Complete,,,,checked,Yes,$80,Paid,https://docs.google.com/spreadsheets/d/1zd7EOVlsORaqUatJSsWEMszOLq1vV6T7kdxTzwRc8UQ,checked,
Bands1m - Still Called,Indie Select,EUR Display,18000,0,,https://www.youtube.com/watch?v=lcBVRojYwiM,10/8/2024,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1zd7EOVlsORaqUatJSsWEMszOLq1vV6T7kdxTzwRc8UQ,checked,
"Wacotron, Juicy J - Hatbacc",Shalizi Group,EUR Display,25000,0,,https://www.youtube.com/watch?v=n8EtJ7GoPwc,10/8/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1QDXDCb7ybnCmGnbLJsEiEI1yoJSgRSI4bunCJCIxnXw,checked,"10ish days Targets, Males 18-45
Fans of: Future, NBA Youngboy, Gunna, G Herbo, Lil Uzi Vert, Quavo, Migos, Yeat, Key Glock, NLE Choppa, Gucci Mane, 21 Savage, DaBaby, DDG, Kodak Black, Moneybagg Yo, etc."
"Wacotron, Juicy J - Hatbacc",Shalizi Group,WW Display,30000,0,,https://www.youtube.com/watch?v=n8EtJ7GoPwc,10/8/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1QDXDCb7ybnCmGnbLJsEiEI1yoJSgRSI4bunCJCIxnXw,checked,"10ish days Targets, Males 18-45
Fans of: Future, NBA Youngboy, Gunna, G Herbo, Lil Uzi Vert, Quavo, Migos, Yeat, Key Glock, NLE Choppa, Gucci Mane, 21 Savage, DaBaby, DDG, Kodak Black, Moneybagg Yo, etc."
Wale The Sage - F Nostalgia,Shalizi Group,LATAM Website,10000,10000,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,"- comments are wrapped up, just bringing up likes"
Wale The Sage - F Nostalgia,Shalizi Group,WW Website,50000,0,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,
Wale The Sage - F Nostalgia,Shalizi Group,EUR Display,20000,0,,https://www.youtube.com/watch?v=c4JSmvGCJ7I,10/8/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10nMpjhzXuzNJ3wMzwJdZx0WJR-FxUVN4NsNtrKKy-DQ,checked,
ATLiens - Black Sheep,Dark Roast,LATAM Website,8000,0,,https://www.youtube.com/watch?v=_n6a0o6tfpM,10/7/2024,Complete,,,,,Yes,$55,Paid,https://docs.google.com/spreadsheets/d/1TE18DBsZBVZmEF_Y4KBNwWmooR-cT24Ew2pH8q4fpl4,,
ATLiens - Black Sheep,Dark Roast,EUR Website,25000,0,,https://www.youtube.com/watch?v=_n6a0o6tfpM,10/7/2024,Complete,,,,checked,Yes,$225,Paid,https://docs.google.com/spreadsheets/d/1YYdIafMHTDghYsT3eJvxUHNYYob0BMrK4O_HeDuqCIQ,,
